,time,time_type,square,rooms,floor,max_floor,price
548,19,bus,40.0,1-комнатная,14,15,37000
549,4,ped,23.0,1-комнатная,20,30,37000
550,18,ped,39.2,1-комнатная,9,12,39000
551,19,bus,50.0,1-комнатная,8,17,30500
552,11,bus,33.0,1-комнатная,8,9,39000
553,19,bus,32.0,1-комнатная,3,9,33000
554,5,ped,35.0,1-комнатные,5,22,54500
555,21,bus,39.0,1-комнатная,15,25,40000
556,15,bus,45.0,1-комнатная,15,19,44000
557,9,bus,15.0,1-комнатные,4,6,35500
558,12,ped,38.0,1-комнатная,1,14,37000
559,16,bus,38.0,1-комнатная,14,16,44000
560,20,bus,37.0,1-комнатная,4,12,62000
561,31,bus,36.0,1-комнатная,1,17,28500
562,10,ped,34.0,1-комнатная,5,23,61000
563,28,bus,36.0,1-комнатная,6,12,35500
564,19,bus,35.0,1-комнатная,4,4,28000
565,12,ped,40.0,1-комнатная,16,16,28000
566,7,ped,32.2,1-комнатная,15,17,42000
567,13,bus,40.0,1-комнатная,12,17,32000
568,11,ped,40.0,1-комнатная,12,12,71000
569,9,ped,51.0,1-комнатные,10,12,130000
570,9,ped,42.0,1-комнатная,8,25,49500
571,17,ped,43.0,1-комнатная,9,14,47000
572,19,ped,25.0,1-комнатная,15,16,37000
573,20,ped,20.0,1-комнатная,7,9,37000
574,15,bus,38.0,1-комнатная,4,17,31000
575,18,bus,38.0,1-комнатная,13,13,30000
576,6,ped,38.0,1-комнатная,7,12,60000
577,10,bus,33.0,1-комнатная,4,9,39000
578,11,ped,30.0,1-комнатная,2,5,34500
579,9,ped,35.0,1-комнатная,1,12,46000
580,10,ped,34.9,1-комнатная,5,12,44000
581,9,ped,35.0,1-комнатная,1,16,47000
582,6,ped,34.5,1-комнатная,20,38,54500
583,12,ped,31.0,1-комнатная,5,9,51500
584,12,ped,32.0,1-комнатная,2,9,37000
585,20,ped,25.0,1-комнатная,8,17,33000
586,17,ped,38.0,1-комнатная,16,17,38000
587,15,ped,36.0,1-комнатная,20,20,54500
588,7,ped,50.0,1-комнатные,6,12,73500
589,17,bus,43.0,1-комнатная,21,21,42000
590,20,bus,40.0,1-комнатная,12,17,30000
591,16,bus,31.0,1-комнатная,4,14,37000
592,26,bus,36.0,1-комнатная,1,17,37000
593,5,ped,61.0,1-комнатная,9,13,200000
594,17,ped,36.0,1-комнатная,1,9,50500
595,19,bus,31.0,1-комнатная,6,18,33000
596,19,bus,31.0,1-комнатная,16,17,37000
597,20,bus,44.7,1-комнатная,6,25,30000
598,8,ped,38.0,1-комнатная,17,17,45500
599,10,ped,31.0,1-комнатная,1,9,42000
600,9,ped,30.0,1-комнатная,1,5,44000
601,10,ped,36.0,1-комнатная,5,5,37500
602,9,ped,36.0,1-комнатная,8,12,45000
603,32,bus,32.0,1-комнатная,7,17,37000
604,16,bus,40.0,1-комнатная,13,14,39000
605,22,bus,45.0,1-комнатная,3,25,37000
606,19,ped,37.0,1-комнатная,17,17,46000
607,18,ped,44.0,1-комнатная,12,14,49500
608,21,ped,33.2,1-комнатная,9,25,36000
609,25,bus,34.0,1-комнатная,3,17,33000
610,10,ped,38.0,1-комнатная,10,14,39000
611,13,bus,35.0,1-комнатная,2,9,47500
612,4,ped,39.2,1-комнатная,5,14,44000
613,23,bus,35.0,1-комнатная,10,25,37000
614,18,ped,44.7,1-комнатная,11,17,38000
615,13,ped,38.0,1-комнатная,4,17,47500
616,23,bus,34.0,1-комнатная,11,13,32000
617,3,ped,43.0,1-комнатная,10,23,71000
618,24,bus,42.0,1-комнатная,2,14,42000
619,22,ped,36.0,1-комнатная,8,24,49500
620,11,ped,32.0,1-комнатная,5,9,54500
621,16,bus,27.4,1-комнатная,11,17,25000
622,20,bus,33.0,1-комнатная,8,9,40000
623,10,bus,39.0,1-комнатная,12,25,39000
624,12,bus,45.0,1-комнатные,7,25,76000
625,21,bus,39.0,1-комнатная,3,17,50500
626,7,bus,34.0,1-комнатная,2,22,53000
627,18,bus,39.0,1-комнатная,5,17,46000
628,18,bus,35.0,1-комнатная,7,24,54500
629,25,bus,36.0,1-комнатная,14,14,29500
630,23,bus,32.0,1-комнатная,4,22,24500
631,7,bus,52.0,1-комнатная,1,22,71000
632,25,bus,32.0,1-комнатная,3,7,39000
633,15,ped,38.0,1-комнатная,10,14,46000
634,21,bus,42.0,1-комнатная,12,15,44000
635,20,ped,42.0,1-комнатная,7,9,39000
636,16,ped,31.0,1-комнатная,2,5,41000
637,9,ped,45.0,1-комнатная,2,9,82000
638,23,bus,40.0,1-комнатная,2,24,37000
639,5,ped,37.9,1-комнатная,2,12,32000
640,29,bus,28.0,1-комнатная,1,4,32000
641,6,ped,38.0,1-комнатная,13,17,44000
642,10,ped,34.9,1-комнатная,5,12,44000
643,5,ped,61.0,1-комнатная,9,13,200000
644,30,bus,38.0,1-комнатная,15,17,44000
645,10,ped,34.0,1-комнатная,2,15,42000
646,22,bus,38.0,1-комнатная,13,22,28000
647,3,ped,35.0,1-комнатная,8,9,43000
648,15,bus,36.0,1-комнатная,8,9,30000
649,21,bus,39.0,1-комнатная,5,12,39000
650,10,bus,35.1,1-комнатная,2,12,37500
651,17,bus,40.0,1-комнатная,14,15,47500
652,22,bus,38.0,1-комнатная,9,17,40500
653,18,bus,41.0,1-комнатная,20,22,60000
654,6,ped,33.0,1-комнатная,12,12,46000
655,12,ped,31.0,1-комнатная,3,5,47500
656,14,bus,39.0,1-комнатная,2,15,43500
657,2,ped,34.0,1-комнатная,17,30,71000
658,22,ped,36.0,1-комнатная,8,24,49500
659,2,ped,47.0,1-комнатная,8,9,39000
660,19,bus,42.0,1-комнатная,3,16,45000
661,9,ped,38.0,1-комнатная,12,17,44000
662,7,ped,36.0,1-комнатная,2,9,40000
663,21,ped,42.0,1-комнатная,15,25,44000
664,7,ped,29.0,1-комнатная,2,18,45000
665,8,ped,33.0,1-комнатная,8,12,46000
666,11,bus,37.7,1-комнатная,2,17,30000
667,2,ped,47.0,1-комнатная,8,9,39000
668,18,bus,35.0,1-комнатная,7,24,54500
669,32,bus,39.0,1-комнатная,16,16,33000
670,22,ped,34.0,1-комнатная,6,21,64000
671,6,ped,43.0,1-комнатная,7,17,31000
672,1,ped,40.0,1-комнатная,15,17,44000
673,11,ped,40.0,1-комнатная,12,12,71000
674,19,bus,31.0,1-комнатная,6,18,33000
675,4,ped,56.0,1-комнатная,18,23,84000
676,22,bus,32.0,1-комнатная,18,25,38500
677,20,ped,36.0,1-комнатная,1,14,60000
678,4,ped,38.0,1-комнатная,12,17,60000
679,17,bus,39.0,1-комнатная,10,12,35000
680,3,ped,43.0,1-комнатная,10,23,71000
681,9,ped,42.0,1-комнатная,8,25,49500
682,10,bus,37.0,1-комнатная,15,25,49500
683,14,ped,33.0,1-комнатная,5,20,90000
684,16,ped,35.0,1-комнатная,9,24,151500
685,30,bus,38.0,1-комнатная,15,17,44000
686,18,bus,40.0,1-комнатная,3,10,82000
687,3,ped,43.0,1-комнатная,2,22,55000
688,41,bus,44.0,1-комнатная,7,17,30000
689,11,ped,42.1,1-комнатная,2,24,70000
690,16,ped,40.0,1-комнатная,31,39,55000
691,17,bus,40.0,1-комнатная,14,15,47500
692,9,ped,51.0,1-комнатные,10,12,130000
693,18,bus,39.0,1-комнатная,5,17,46000
694,11,ped,38.0,1-комнатная,4,17,49500
695,10,ped,35.0,1-комнатная,4,15,40000
696,10,ped,95.0,1-комнатная,4,6,372500
697,27,bus,16.0,1-комнатная,9,11,41000
698,11,ped,47.0,1-комнатная,11,13,90000
699,12,ped,33.0,1-комнатная,16,31,69000
700,7,ped,42.0,1-комнатные,2,15,120000
701,8,bus,44.0,1-комнатная,13,24,40000
702,12,ped,40.0,1-комнатные,3,39,55000
703,39,bus,42.0,1-комнатная,5,17,35500
704,9,ped,38.0,1-комнатная,4,18,65000
705,8,ped,37.0,1-комнатная,26,26,130000
706,17,bus,40.0,1-комнатная,15,16,35000
707,22,bus,52.0,1-комнатные,10,21,46200
708,8,ped,45.0,1-комнатная,35,35,65000
709,6,ped,36.0,1-комнатная,7,9,40000
710,4,ped,115.0,1-комнатная,5,10,400000
711,4,ped,41.0,1-комнатная,10,22,65000
712,11,ped,50.0,1-комнатная,1,8,120000
713,13,bus,30.0,1-комнатная,2,9,25000
714,4,ped,40.0,1-комнатная,14,20,45000
715,4,ped,33.0,1-комнатные,4,15,60000
716,12,ped,38.9,1-комнатная,8,12,35000
717,24,bus,42.0,1-комнатная,2,14,42000
718,7,bus,52.0,1-комнатная,1,22,71000
719,4,ped,115.0,1-комнатная,5,10,380000
720,20,ped,35.0,1-комнатная,2,12,33000
721,9,ped,70.0,1-комнатная,5,5,130000
722,11,ped,52.0,1-комнатная,21,21,95000
723,9,ped,123.0,1-комнатные,7,13,350000
724,17,ped,31.5,1-комнатная,5,9,50000
725,21,ped,39.0,1-комнатная,11,36,69990
726,15,ped,36.0,1-комнатная,9,34,150000
727,14,ped,44.0,1-комнатная,9,47,80000
728,16,ped,36.0,1-комнатная,18,21,75000
729,10,bus,38.9,1-комнатная,11,12,45000
730,4,ped,47.0,1-комнатная,1,3,85000
731,9,ped,51.0,1-комнатные,10,12,130000
732,11,ped,37.0,1-комнатная,3,12,60000
733,14,ped,40.5,1-комнатная,1,23,70000
734,5,ped,61.0,1-комнатная,9,13,200000
735,11,ped,120.0,1-комнатная,5,8,240000
736,14,ped,39.0,1-комнатная,15,17,38000
737,4,ped,115.0,1-комнатная,5,10,400000
738,2,ped,90.0,1-комнатные,4,5,400000
739,12,bus,45.0,1-комнатные,7,25,76000
740,12,ped,38.0,1-комнатная,1,14,37000
741,7,ped,36.0,1-комнатная,2,9,40000
742,5,ped,60.0,1-комнатная,6,13,180000
743,7,ped,37.8,1-комнатная,5,14,33000
744,4,ped,114.0,1-комнатная,6,10,190000
745,2,ped,39.0,1-комнатная,19,22,35000
746,13,ped,40.0,1-комнатная,9,17,35000
747,16,bus,34.0,1-комнатная,9,16,32000
748,8,ped,33.0,1-комнатная,1,5,35000
749,5,ped,34.0,1-комнатная,2,12,35000
750,16,bus,32.0,1-комнатная,9,17,26000
751,7,ped,44.0,1-комнатная,6,10,42000
752,36,bus,41.0,1-комнатная,5,14,25000
753,8,bus,37.4,1-комнатная,13,16,45000
754,20,ped,42.0,1-комнатная,9,18,37000
755,14,ped,27.0,1-комнатная,7,25,35000
756,8,ped,34.0,1-комнатная,1,9,30000
757,22,bus,30.0,1-комнатная,2,14,27000
758,10,bus,34.0,1-комнатная,14,22,38000
759,10,ped,35.0,1-комнатная,18,22,38000
760,11,ped,35.0,1-комнатная,3,5,35000
761,8,ped,37.2,1-комнатная,5,17,35000
762,21,bus,39.0,1-комнатная,5,12,37000
763,19,ped,38.5,1-комнатная,8,19,45000
764,24,bus,42.0,1-комнатная,2,14,42000
765,2,ped,34.0,1-комнатная,17,30,71000
766,32,bus,32.0,1-комнатная,7,17,37000
767,12,bus,33.0,1-комнатные,11,15,45000
768,11,ped,32.0,1-комнатная,1,4,26000
769,11,ped,38.0,1-комнатная,9,9,40000
770,15,bus,31.5,1-комнатная,9,9,35000
771,10,ped,39.0,1-комнатная,1,17,35000
772,12,bus,41.0,1-комнатная,10,10,30000
773,6,ped,38.0,1-комнатная,3,9,50000
774,28,bus,35.0,1-комнатная,2,25,40000
775,8,ped,34.0,1-комнатная,1,9,30000
776,16,ped,33.0,1-комнатная,7,12,33000
777,15,bus,40.0,1-комнатная,14,17,30000
778,14,ped,32.7,1-комнатная,7,9,50000
779,16,ped,32.0,1-комнатная,7,9,33000
780,14,ped,40.0,1-комнатная,8,12,43000
781,17,bus,33.0,1-комнатная,9,9,45000
782,12,bus,42.0,1-комнатная,6,17,35000
783,11,ped,32.0,1-комнатная,13,18,42000
784,50,bus,39.0,1-комнатная,3,14,28000
785,17,ped,65.2,1-комнатная,17,39,68000
786,11,ped,38.0,1-комнатная,6,12,40000
787,7,ped,55.0,1-комнатная,4,6,90000
788,10,ped,25.0,1-комнатная,9,14,45000
789,22,bus,38.0,1-комнатная,9,17,40500
790,9,ped,38.0,1-комнатная,4,18,65000
791,10,bus,33.0,1-комнатная,4,9,39000
792,5,ped,40.0,1-комнатная,10,14,45000
793,9,ped,42.0,1-комнатная,6,9,30000
794,14,ped,54.0,1-комнатная,4,8,50000
795,8,ped,40.0,1-комнатная,7,25,47000
796,6,ped,31.0,1-комнатная,5,22,120000
797,6,ped,42.0,1-комнатная,13,17,42000
798,25,ped,45.0,1-комнатная,9,20,50000
799,11,ped,45.7,1-комнатная,38,44,130000
800,6,ped,38.0,1-комнатная,6,22,140000
801,12,bus,37.0,1-комнатные,11,15,50000
802,11,ped,55.0,1-комнатная,16,23,100000
803,26,bus,33.0,1-комнатная,2,16,27000
804,28,bus,40.0,1-комнатная,12,16,25000
805,12,bus,36.0,1-комнатная,18,25,29900
806,16,ped,40.0,1-комнатная,8,14,30000
807,20,bus,42.0,1-комнатная,7,19,30000
808,9,bus,36.0,1-комнатная,3,16,25000
809,21,ped,22.0,1-комнатная,1,2,25000
810,14,ped,23.0,1-комнатная,9,22,35000
811,6,ped,36.0,1-комнатная,8,9,25000
812,12,bus,33.0,1-комнатная,10,17,26000
813,11,ped,39.0,1-комнатная,10,17,33000
814,5,ped,61.0,1-комнатная,9,13,200000
815,10,ped,95.0,1-комнатная,4,6,372500
816,21,bus,39.0,1-комнатная,15,25,40000
817,2,ped,37.8,1-комнатная,4,14,32000
818,23,bus,36.0,1-комнатная,13,14,32000
819,9,ped,31.5,1-комнатная,1,9,30000
820,27,bus,39.7,1-комнатная,11,12,25000
821,12,ped,40.0,1-комнатная,3,5,35000
822,14,ped,34.6,1-комнатная,20,33,31000
823,15,bus,40.0,1-комнатная,16,27,25000
824,5,ped,35.0,1-комнатная,12,14,35000
825,14,ped,34.0,1-комнатная,7,25,30000
826,13,ped,36.0,1-комнатная,5,9,25000
827,12,ped,34.0,1-комнатная,2,9,27000
828,24,bus,45.0,1-комнатная,17,17,35000
829,8,ped,33.0,1-комнатная,1,5,33000
830,17,ped,35.0,1-комнатная,5,5,36000
831,15,bus,36.0,1-комнатная,8,18,25000
832,19,ped,37.0,1-комнатная,14,22,35000
833,16,bus,30.0,1-комнатная,5,14,35000
834,7,ped,40.0,1-комнатная,11,17,28000
835,25,bus,35.0,1-комнатная,12,25,35000
836,16,bus,36.0,1-комнатная,14,17,26000
837,12,ped,20.0,1-комнатная,3,5,30000
838,16,ped,39.0,1-комнатная,9,14,33000
839,11,bus,33.0,1-комнатная,8,9,39000
840,9,ped,38.0,1-комнатная,4,18,65000
841,14,ped,72.0,1-комнатная,2,3,39000
842,17,ped,45.0,1-комнатная,3,22,40000
843,15,ped,38.0,1-комнатная,3,9,28000
844,12,bus,34.0,1-комнатная,15,22,37000
845,12,ped,34.8,1-комнатная,11,16,35000
846,19,bus,39.0,1-комнатная,4,15,25000
847,2,ped,31.0,1-комнатная,1,8,35000
848,14,bus,32.5,1-комнатная,13,25,32008
849,22,bus,37.8,1-комнатная,3,16,35000
850,11,bus,48.0,1-комнатная,6,25,32000
851,20,bus,36.0,1-комнатная,9,9,35000
852,20,ped,36.0,1-комнатная,7,16,30000
853,17,bus,35.0,1-комнатные,22,35,38000
854,10,bus,32.0,1-комнатная,1,9,26000
855,11,bus,42.0,1-комнатная,4,25,35000
856,18,ped,35.0,1-комнатная,9,9,35000
857,16,ped,38.0,1-комнатная,2,17,40000
858,20,ped,31.4,1-комнатная,6,9,32000
859,18,bus,36.0,1-комнатная,17,17,27000
860,18,ped,37.0,1-комнатная,20,21,35000
861,13,ped,33.3,1-комнатная,4,8,34000
862,21,bus,39.0,1-комнатная,10,12,33000
863,13,bus,44.0,1-комнатная,12,19,35000
864,9,bus,15.0,1-комнатные,4,6,35500
865,12,ped,38.9,1-комнатная,8,12,35000
866,12,ped,33.0,1-комнатная,16,31,69000
867,9,ped,34.0,1-комнатная,9,12,32000
868,28,bus,32.0,1-комнатная,4,16,38000
869,11,ped,30.0,1-комнатная,5,5,38000
870,14,bus,42.0,1-комнатная,21,23,35000
871,8,ped,38.0,1-комнатная,11,18,40000
872,10,ped,40.0,1-комнатная,11,17,30000
873,18,ped,37.0,1-комнатная,14,25,28000
874,16,ped,38.3,1-комнатная,9,9,32000
875,16,ped,38.0,1-комнатная,2,16,35000
876,19,ped,40.0,1-комнатная,4,22,30000
877,13,bus,36.0,1-комнатная,4,14,29000
878,10,ped,39.0,1-комнатная,15,17,38000
879,13,bus,34.7,1-комнатная,13,16,23000
880,13,ped,42.0,1-комнатная,16,17,50000
881,15,ped,43.0,1-комнатная,9,21,26000
882,20,bus,45.0,1-комнатная,2,9,35000
883,18,bus,42.0,1-комнатная,6,14,25000
884,4,ped,33.0,1-комнатная,3,5,47000
885,6,ped,16.5,1-комнатная,2,5,37000
886,15,ped,35.0,1-комнатная,1,9,30000
887,15,ped,40.0,1-комнатная,4,17,40000
888,11,bus,39.0,1-комнатная,9,17,35000
889,9,ped,38.0,1-комнатная,12,17,44000
890,4,ped,114.0,1-комнатная,6,10,190000
891,5,ped,61.0,1-комнатная,9,13,200000
892,9,bus,40.0,1-комнатная,10,24,32000
893,8,ped,34.0,1-комнатная,1,15,45000
894,15,bus,39.2,1-комнатная,7,12,33000
895,8,ped,39.0,1-комнатная,2,14,38000
896,11,ped,39.0,1-комнатная,13,22,35000
897,14,ped,48.0,1-комнатная,13,15,48000
898,15,ped,25.0,1-комнатная,2,25,36000
899,12,ped,43.0,1-комнатная,13,14,42000
900,21,bus,35.0,1-комнатная,9,21,33000
901,14,ped,34.0,1-комнатная,7,9,37000
902,15,ped,23.0,1-комнатная,1,21,26499
903,21,bus,39.0,1-комнатная,6,12,35000
904,15,bus,44.0,1-комнатная,4,25,35000
905,19,ped,38.0,1-комнатная,1,16,32000
906,11,ped,41.0,1-комнатная,6,17,43000
907,14,ped,21.0,1-комнатная,4,9,35000
908,12,ped,22.0,1-комнатная,5,8,30000
909,11,bus,31.7,1-комнатная,3,5,35000
910,21,bus,36.0,1-комнатная,5,24,32000
911,18,ped,41.0,1-комнатная,7,14,32000
912,8,ped,15.0,1-комнатная,2,5,30000
913,17,ped,37.0,1-комнатная,17,17,39000
914,24,bus,42.0,1-комнатная,2,14,42000
915,12,ped,38.9,1-комнатная,8,12,35000
916,11,ped,37.0,1-комнатная,3,12,60000
917,13,bus,42.0,1-комнатная,25,25,32000
918,7,ped,38.0,1-комнатная,5,17,30000
919,16,ped,40.0,1-комнатная,2,14,42000
920,7,ped,35.0,1-комнатная,8,25,45000
921,6,ped,37.0,1-комнатная,6,17,39000
922,17,ped,39.0,1-комнатная,6,25,45000
923,14,ped,45.0,1-комнатная,7,33,52000
924,15,ped,38.0,1-комнатная,2,12,36000
925,12,ped,33.0,1-комнатная,2,5,45000
926,20,ped,35.0,1-комнатная,3,5,36000
927,12,ped,35.0,1-комнатная,7,12,43000
928,4,ped,32.0,1-комнатная,9,9,46000
929,9,ped,31.0,1-комнатная,5,5,48000
930,13,ped,31.0,1-комнатная,10,25,36000
931,8,ped,35.0,1-комнатная,8,9,33000
932,9,ped,32.0,1-комнатная,3,5,42000
933,19,ped,39.0,1-комнатная,2,12,40000
934,15,bus,35.0,1-комнатная,8,9,38000
935,9,ped,38.0,1-комнатная,3,12,50000
936,14,ped,31.0,1-комнатная,4,9,35000
937,12,ped,38.0,1-комнатная,10,12,40000
938,10,ped,41.0,1-комнатная,3,33,44000
939,12,ped,38.9,1-комнатная,8,12,35000
940,24,bus,42.0,1-комнатная,2,14,42000
941,11,ped,50.0,1-комнатная,1,8,120000
942,10,ped,23.0,1-комнатная,5,19,43000
943,14,ped,40.0,1-комнатная,19,25,40000
944,16,bus,41.0,1-комнатная,8,33,48000
945,14,bus,48.0,1-комнатная,22,25,35000
946,13,ped,35.0,1-комнатная,9,12,45000
947,13,ped,39.0,1-комнатная,2,8,47000
948,12,ped,38.0,1-комнатная,5,14,38000
949,10,ped,24.0,1-комнатная,2,5,32000
950,10,bus,35.0,1-комнатная,12,12,42000
951,8,ped,43.0,1-комнатная,12,12,45000
952,4,ped,35.0,1-комнатная,3,10,53500
953,8,ped,30.0,1-комнатная,5,5,55000
954,20,ped,33.0,1-комнатная,17,17,40000
955,6,ped,41.0,1-комнатная,12,12,65000
956,8,ped,35.0,1-комнатная,8,9,45000
957,6,ped,40.0,1-комнатная,3,22,42000
958,13,ped,38.3,1-комнатная,18,19,50000
959,3,ped,38.0,1-комнатная,17,24,43000
960,18,ped,36.0,1-комнатные,2,6,48800
961,5,ped,44.4,1-комнатная,13,25,38000
962,16,ped,32.0,1-комнатная,4,9,52000
963,18,ped,30.0,1-комнатная,13,25,39000
964,22,ped,36.0,1-комнатная,8,24,49500
965,10,ped,95.0,1-комнатная,4,6,372500
966,3,ped,43.0,1-комнатная,2,22,55000
967,19,ped,36.0,1-комнатная,8,9,40000
968,15,ped,37.2,1-комнатная,3,20,47000
969,16,bus,33.0,1-комнатная,10,13,37000
970,11,ped,36.0,1-комнатная,6,22,50000
971,2,ped,36.0,1-комнатная,5,6,70000
972,17,bus,39.0,1-комнатная,6,25,25000
973,13,ped,26.0,1-комнатная,10,22,33000
974,8,ped,37.0,1-комнатная,12,17,48000
975,4,ped,32.0,1-комнатная,4,9,50000
976,19,ped,35.0,1-комнатная,11,12,35000
977,17,ped,37.0,1-комнатная,3,5,50000
978,18,ped,41.0,1-комнатная,3,17,45000
979,20,ped,40.0,1-комнатная,19,25,40000
980,17,bus,40.0,1-комнатная,8,25,35000
981,6,ped,34.0,1-комнатная,7,16,43000
982,8,ped,37.0,1-комнатная,4,7,40000
983,16,ped,38.0,1-комнатная,38,45,45000
984,14,ped,36.0,1-комнатная,4,17,40000
985,14,ped,33.0,1-комнатная,4,9,47000
986,11,ped,33.0,1-комнатные,7,14,54000
987,11,ped,37.0,1-комнатная,3,17,50000
988,1,ped,30.0,1-комнатная,7,30,60000
989,15,bus,38.0,1-комнатная,4,17,31000
990,3,ped,43.0,1-комнатная,2,22,55000
991,23,bus,35.0,1-комнатная,10,25,37000
992,5,ped,43.0,1-комнатная,15,19,45000
993,3,ped,42.0,1-комнатная,5,25,45000
994,8,ped,30.0,1-комнатная,1,9,45000
995,7,ped,45.0,1-комнатная,3,17,48000
996,10,ped,35.0,1-комнатная,8,16,47000
997,13,ped,38.0,1-комнатная,10,25,47000
998,19,ped,39.0,1-комнатная,3,24,45000
999,18,bus,43.0,1-комнатная,6,17,55000
1000,6,ped,36.0,1-комнатная,13,19,40000
1001,12,ped,40.0,1-комнатная,5,17,40000
1002,17,ped,38.0,1-комнатная,13,17,40000
1003,9,ped,46.0,1-комнатная,3,17,65000
1004,18,ped,32.0,1-комнатная,7,9,45000
1005,12,ped,37.0,1-комнатная,1,9,55000
1006,11,bus,40.0,1-комнатная,8,17,40000
1007,12,ped,31.0,1-комнатная,2,9,52000
1008,11,ped,42.0,1-комнатная,25,25,55000
1009,15,ped,40.0,1-комнатная,23,24,45000
1010,4,ped,40.0,1-комнатная,16,17,60000
1011,9,ped,42.0,1-комнатная,12,12,52000
1012,15,ped,42.0,1-комнатная,25,25,50000
1013,8,ped,39.0,1-комнатная,1,17,42000
1014,22,bus,32.0,1-комнатная,18,25,38500
1015,16,bus,31.0,1-комнатная,4,14,37000
1016,5,ped,61.0,1-комнатная,9,13,200000
1017,6,ped,40.0,1-комнатная,20,22,40000
1018,12,ped,32.0,1-комнатная,12,12,46000
1019,13,ped,39.0,1-комнатная,14,16,45000
1020,13,ped,44.8,1-комнатная,9,14,52000
1021,10,ped,37.0,1-комнатная,24,32,55000
1022,8,ped,29.0,1-комнатная,2,7,40000
1023,10,ped,33.0,1-комнатные,23,24,49000
1024,3,ped,34.0,1-комнатная,2,9,43000
1025,21,ped,39.0,1-комнатная,8,14,38000
1026,7,ped,40.0,1-комнатная,20,25,60000
1027,12,ped,45.0,1-комнатная,1,17,55000
1028,13,ped,40.0,1-комнатная,13,14,60000
1029,13,bus,67.0,1-комнатная,3,16,42000
1030,15,ped,39.0,1-комнатная,6,12,40000
1031,15,ped,35.0,1-комнатные,12,21,55000
1032,9,ped,38.2,1-комнатная,13,17,42000
1033,7,ped,48.0,1-комнатные,6,10,75000
1034,12,ped,37.0,1-комнатная,3,37,50000
1035,17,ped,40.0,1-комнатная,2,14,50000
1036,9,ped,35.0,1-комнатная,4,12,31000
1037,15,ped,40.0,1-комнатная,33,39,65000
1038,8,ped,35.0,1-комнатные,13,15,60000
1039,28,bus,36.0,1-комнатная,6,12,35500
1040,9,ped,51.0,1-комнатные,10,12,130000
1041,5,ped,60.0,1-комнатная,6,13,180000
1042,7,ped,39.0,1-комнатная,5,12,50000
1043,14,bus,41.0,1-комнатная,18,18,49500
1044,15,ped,42.0,1-комнатная,6,9,43000
1045,5,ped,35.0,1-комнатная,2,9,47000
1046,13,ped,39.0,1-комнатная,9,12,50000
1047,16,ped,32.6,1-комнатная,11,12,50000
1048,18,ped,33.0,1-комнатные,12,21,78000
1049,8,ped,36.0,1-комнатная,5,10,65000
1050,8,ped,53.0,1-комнатная,10,18,75000
1051,15,ped,44.0,1-комнатные,7,11,50000
1052,7,ped,35.0,1-комнатная,12,19,43000
1053,17,ped,43.0,1-комнатная,9,25,60000
1054,9,ped,42.0,1-комнатная,15,20,45000
1055,7,ped,40.0,1-комнатная,14,17,39000
1056,9,ped,33.0,1-комнатная,5,9,87000
1057,11,ped,37.0,1-комнатная,6,14,45000
1058,13,ped,40.0,1-комнатная,2,22,50000
1059,9,ped,42.0,1-комнатная,15,16,55000
1060,8,bus,39.0,1-комнатная,12,17,39000
1061,10,bus,40.0,1-комнатная,25,25,31000
1062,12,ped,36.0,1-комнатная,5,9,40000
1063,4,ped,55.0,1-комнатная,1,12,50000
1064,9,ped,38.0,1-комнатная,4,18,65000
1065,25,bus,36.0,1-комнатная,14,14,29500
1066,24,bus,42.0,1-комнатная,2,14,42000
1067,13,ped,46.0,1-комнатная,15,30,47000
1068,13,ped,35.0,1-комнатная,12,22,50000
1069,13,bus,45.0,1-комнатная,11,15,50000
1070,11,ped,30.0,1-комнатная,1,9,40000
1071,20,ped,38.0,1-комнатная,8,17,43000
1072,17,ped,33.8,1-комнатная,13,16,50000
1073,19,ped,42.0,1-комнатная,12,16,39000
1074,6,ped,41.0,1-комнатная,10,14,55000
1075,19,ped,43.0,1-комнатная,15,24,59000
1076,10,bus,38.0,1-комнатная,13,14,45000
1077,10,ped,26.8,1-комнатная,1,4,58000
1078,17,ped,44.0,1-комнатная,7,9,45000
1079,12,bus,45.0,1-комнатная,4,8,45000
1080,12,bus,41.0,1-комнатная,2,8,40000
1081,11,ped,40.0,1-комнатная,2,22,60000
1082,9,bus,37.2,1-комнатная,8,14,40000
1083,4,ped,50.0,1-комнатная,8,12,50000
1084,12,bus,38.0,1-комнатная,15,15,50000
1085,15,ped,41.8,1-комнатная,14,25,50000
1086,17,ped,40.0,1-комнатная,5,12,60000
1087,10,ped,20.0,1-комнатная,1,5,45000
1088,11,ped,39.0,1-комнатная,2,12,54000
1089,21,bus,39.0,1-комнатная,3,17,50500
1090,6,ped,33.0,1-комнатная,12,12,46000
1091,9,ped,51.0,1-комнатные,10,12,130000
1092,19,ped,45.0,1-комнатная,4,11,55000
1093,12,bus,43.0,1-комнатная,6,11,40000
1094,10,bus,38.0,1-комнатная,14,16,42000
1095,1,ped,22.0,1-комнатные,15,25,49000
1096,21,ped,35.0,1-комнатная,2,22,45000
1097,20,ped,50.0,1-комнатная,11,28,95000
1098,8,ped,40.0,1-комнатная,12,29,70000
1099,12,ped,37.0,1-комнатная,13,19,50000
1100,15,bus,50.0,1-комнатная,9,21,70000
1101,7,ped,39.0,1-комнатная,5,22,45000
